이름,점수,어근
저렴하다,2,저렴하다
성비,2,성비
싸다,2,싸다
비싸다,-2,비싸다
고가,-1,고가
부담스럽다,-1,부담스럽다
갑,2,갑
값비싸다,-2,값비싸다
값나가다,-1,값나가다
값지다,2,값지다
값싸다,2,값싸다
디스카운트,1,디스카운트
디씨,1,디씨
쿠폰,1,쿠폰
세일,1,세일
할인율,1,할인율
공짜,2,공짜
무상,2,무상
비매품,2,비매품
가심,2,가심
헐값,2,헐값
싼값 ,2,싼값 
심비,2,심비
